id,label
300001,0
300002,0
300003,0
300004,0
300005,0
300006,0
300007,0
300008,0
300009,0
300010,0
300011,0
300012,0
300013,0
300014,0
300015,0
300016,0
300017,0
300018,0
300019,0
300020,0
300021,0
300022,0
300023,0
300024,0
300025,0
300026,0
300027,0
300028,0
300029,0
300030,0
300031,0
300032,0
300033,0
300034,0
300035,0
300036,0
300037,0
300038,0
300039,0
300040,0
300041,0
300042,0
300043,0
300044,0
300045,0
300046,0
300047,0
300048,0
300049,0
300050,0
300051,0
300052,0
300053,0
300054,0
300055,0
300056,0
300057,0
300058,0
300059,0
300060,0
300061,0
300062,0
300063,0
300064,0
300065,0
300066,0
300067,0
300068,0
300069,0
300070,0
300071,0
300072,0
300073,0
300074,0
300075,0
300076,0
300077,0
300078,0
300079,0
300080,0
300081,0
300082,0
300083,0
300084,0
300085,0
300086,0
300087,0
300088,0
300089,0
300090,0
300091,0
300092,0
300093,0
300094,0
300095,0
300096,0
300097,0
300098,0
300099,0
300100,0
300101,0
300102,0
300103,0
300104,0
300105,0
300106,0
300107,0
300108,0
300109,0
300110,0
300111,0
300112,0
300113,0
300114,0
300115,0
300116,0
300117,0
300118,0
300119,0
300120,0
300121,0
300122,0
300123,0
300124,0
300125,0
300126,0
300127,0
300128,0
300129,0
300130,0
300131,0
300132,0
300133,0
300134,0
300135,0
300136,0
300137,0
300138,0
300139,0
300140,0
300141,0
300142,0
300143,0
300144,0
300145,0
300146,0
300147,0
300148,0
300149,0
300150,0
300151,0
300152,0
300153,0
300154,0
300155,0
300156,0
300157,0
300158,0
300159,0
300160,0
300161,0
300162,0
300163,0
300164,0
300165,0
300166,0
300167,0
300168,0
300169,0
300170,0
300171,0
300172,0
300173,0
300174,0
300175,0
300176,0
300177,0
300178,0
300179,0
300180,0
300181,0
300182,0
300183,0
300184,0
300185,0
300186,0
300187,0
300188,0
300189,0
300190,0
300191,0
300192,0
300193,0
300194,0
300195,0
300196,0
300197,0
300198,0
300199,0
300200,0
300201,0
300202,0
300203,0
300204,0
300205,0
300206,0
300207,0
300208,0
300209,0
300210,0
300211,0
300212,0
300213,0
300214,0
300215,0
300216,0
300217,0
300218,0
300219,0
300220,0
300221,0
300222,0
300223,0
300224,0
300225,0
300226,0
300227,0
300228,0
300229,0
300230,0
300231,0
300232,0
300233,0
300234,0
300235,0
300236,0
300237,0
300238,0
300239,0
300240,0
300241,0
300242,0
300243,0
300244,0
300245,0
300246,0
300247,0
300248,0
300249,0
300250,0
300251,0
300252,0
300253,0
300254,0
300255,0
300256,0
300257,0
300258,0
300259,0
300260,0
300261,0
300262,0
300263,0
300264,0
300265,0
300266,0
300267,0
300268,0
300269,0
300270,0
300271,0
300272,0
300273,0
300274,0
300275,0
300276,0
300277,0
300278,0
300279,0
300280,0
300281,0
300282,0
300283,0
300284,0
300285,0
300286,0
300287,0
300288,0
300289,0
300290,0
300291,0
300292,0
300293,0
300294,0
300295,0
300296,0
300297,0
300298,0
300299,0
300300,0
300301,0
300302,0
300303,0
300304,0
300305,0
300306,0
300307,0
300308,0
300309,0
300310,0
300311,0
300312,0
300313,0
300314,0
300315,0
300316,0
300317,0
300318,0
300319,0
300320,0
300321,0
300322,0
300323,0
300324,0
300325,0
300326,0
300327,0
300328,0
300329,0
300330,0
300331,0
300332,0
300333,0
300334,0
300335,0
300336,0
300337,0
300338,0
300339,0
300340,0
300341,0
300342,0
300343,0
300344,0
300345,0
300346,0
300347,0
300348,0
300349,0
300350,0
300351,0
300352,0
300353,0
300354,0
300355,0
300356,0
300357,0
300358,0
300359,0
300360,0
300361,0
300362,0
300363,0
300364,0
300365,0
300366,0
300367,0
300368,0
300369,0
300370,0
300371,0
300372,0
300373,0
300374,0
300375,0
300376,0
300377,0
300378,0
300379,0
300380,0
300381,0
300382,0
300383,0
300384,0
300385,0
300386,0
300387,0
300388,0
300389,0
300390,0
300391,0
300392,0
300393,0
300394,0
300395,0
300396,0
300397,0
300398,0
300399,0
300400,0
300401,0
300402,0
300403,0
300404,0
300405,0
300406,0
300407,0
300408,0
300409,0
300410,0
300411,0
300412,0
300413,0
300414,0
300415,0
300416,0
300417,0
300418,0
300419,0
300420,0
300421,0
300422,0
300423,0
300424,0
300425,0
300426,0
300427,0
300428,0
300429,0
300430,0
300431,0
300432,0
300433,0
300434,0
300435,0
300436,0
300437,0
300438,0
300439,0
300440,0
300441,0
300442,0
300443,0
300444,0
300445,0
300446,0
300447,0
300448,0
300449,0
300450,0
300451,0
300452,0
300453,0
300454,0
300455,0
300456,0
300457,0
300458,0
300459,0
300460,0
